onset	duration	sample	type	value
136.692	0.0002	34174	SyncStatus	Sync On
136.8018	0	34201.45	n/a	QRS
137.6218	0	34406.45	n/a	QRS
138.4418	0	34611.45	n/a	QRS
138.692	0.0002	34674	SyncStatus	Sync On
139.2418	0	34811.45	n/a	QRS
140.0718	0	35018.95	n/a	QRS
140.692	0.0002	35174	SyncStatus	Sync On
140.8818	0	35221.45	n/a	QRS
141.6518	0	35413.95	n/a	QRS
142.4318	0	35608.95	n/a	QRS
142.692	0.0002	35674	SyncStatus	Sync On
143.2418	0	35811.45	n/a	QRS
144.0318	0	36008.95	n/a	QRS
144.692	0.0002	36174	SyncStatus	Sync On
144.8118	0	36203.95	n/a	QRS
145.6018	0	36401.45	n/a	QRS
146.4118	0	36603.95	n/a	QRS
146.692	0.0002	36674	SyncStatus	Sync On
147.2518	0	36813.95	n/a	QRS
148.1118	0	37028.95	n/a	QRS
148.692	0.0002	37174	SyncStatus	Sync On
148.9818	0	37246.45	n/a	QRS
149.8318	0	37458.95	n/a	QRS
150.6718	0	37668.95	n/a	QRS
150.692	0.0002	37674	SyncStatus	Sync On
151.5418	0	37886.45	n/a	QRS
151.638	1	37910.5	n/a	boundary
151.7498	0	37938.45	n/a	QRS
152.5298	0	38133.45	n/a	QRS
153.2	0.0002	38301	SyncStatus	Sync On
153.3298	0	38333.45	n/a	QRS
154.1198	0	38530.95	n/a	QRS
154.9298	0	38733.45	n/a	QRS
155.2	0.0002	38801	SyncStatus	Sync On
155.7498	0	38938.45	n/a	QRS
156.5798	0	39145.95	n/a	QRS
157.2	0.0002	39301	SyncStatus	Sync On
157.4098	0	39353.45	n/a	QRS
158.2798	0	39570.95	n/a	QRS
159.1298	0	39783.45	n/a	QRS
159.2	0.0002	39801	SyncStatus	Sync On
159.9698	0	39993.45	n/a	QRS
160.8098	0	40203.45	n/a	QRS
161.2	0.0002	40301	SyncStatus	Sync On
161.6398	0	40410.95	n/a	QRS
162.5098	0	40628.45	n/a	QRS
163.2	0.0002	40801	SyncStatus	Sync On
163.3798	0	40845.95	n/a	QRS
164.2198	0	41055.95	n/a	QRS
165.0498	0	41263.45	n/a	QRS
165.2	0.0002	41301	SyncStatus	Sync On
165.8798	0	41470.95	n/a	QRS
166.7098	0	41678.45	n/a	QRS
167.2	0.0002	41801	SyncStatus	Sync On
167.5398	0	41885.95	n/a	QRS
168.3598	0	42090.95	n/a	QRS
169.1998	0	42300.95	n/a	QRS
169.2	0.0002	42301	SyncStatus	Sync On
170.0498	0	42513.45	n/a	QRS
170.8898	0	42723.45	n/a	QRS
171.2	0.0002	42801	SyncStatus	Sync On
171.7198	0	42930.95	n/a	QRS
172.5298	0	43133.45	n/a	QRS
173.2	0.0002	43301	SyncStatus	Sync On
173.3098	0	43328.45	n/a	QRS
174.1198	0	43530.95	n/a	QRS
174.9298	0	43733.45	n/a	QRS
175.2	0.0002	43801	SyncStatus	Sync On
175.6898	0	43923.45	n/a	QRS
176.25	0.74	44063.5	n/a	boundary
176.46	0.0002	44116	SyncStatus	Sync On
176.5598	0	44140.95	n/a	QRS
177.106	0.492	44277.5	n/a	boundary
177.8378	0	44460.45	n/a	QRS
177.968	0.0002	44493	SyncStatus	Sync On
178.7278	0	44682.95	n/a	QRS
179.43	0.492	44858.5	n/a	boundary
179.476	0.0002	44870	SyncStatus	Sync On
179.9658	0	44992.45	n/a	QRS
180.7858	0	45197.45	n/a	QRS
181.476	0.0002	45370	SyncStatus	Sync On
181.5558	0	45389.95	n/a	QRS
182.3158	0	45579.95	n/a	QRS
182.598	1	45650.5	n/a	boundary
182.958	1.34	45740.5	n/a	boundary
183.232	0.0002	45809	SyncStatus	Sync On
183.7518	0	45938.95	n/a	QRS
184.6118	0	46153.95	n/a	QRS
185.232	0.0002	46309	SyncStatus	Sync On
185.4518	0	46363.95	n/a	QRS
186.2718	0	46568.95	n/a	QRS
187.0918	0	46773.95	n/a	QRS
187.232	0.0002	46809	SyncStatus	Sync On
187.8818	0	46971.45	n/a	QRS
188.6618	0	47166.45	n/a	QRS
189.232	0.0002	47309	SyncStatus	Sync On
189.4218	0	47356.45	n/a	QRS
190.2018	0	47551.45	n/a	QRS
190.9818	0	47746.45	n/a	QRS
191.232	0.0002	47809	SyncStatus	Sync On
191.7518	0	47938.95	n/a	QRS
192.5118	0	48128.95	n/a	QRS
193.232	0.0002	48309	SyncStatus	Sync On
193.2818	0	48321.45	n/a	QRS
194.0818	0	48521.45	n/a	QRS
194.8918	0	48723.95	n/a	QRS
195.232	0.0002	48809	SyncStatus	Sync On
195.7218	0	48931.45	n/a	QRS
196.35	2.452	49088.5	n/a	boundary
196.4798	0	49120.95	n/a	QRS
196.602	0.352	49151.5	n/a	boundary
196.8878	0	49222.95	n/a	QRS
197.6778	0	49420.45	n/a	QRS
198.206	1.46	49552.5	n/a	boundary
198.6278	0	49657.95	n/a	QRS
198.968	0.0002	49743	SyncStatus	Sync On
199.298	1	49825.5	n/a	boundary
199.8058	0	49952.45	n/a	QRS
200.03	0.74	50008.5	n/a	boundary
200.5258	0	50132.45	n/a	QRS
201.3258	0	50332.45	n/a	QRS
201.636	0.0002	50410	SyncStatus	Sync On
202.1758	0	50544.95	n/a	QRS
203.0558	0	50764.95	n/a	QRS
203.636	0.0002	50910	SyncStatus	Sync On
203.9158	0	50979.95	n/a	QRS
204.7658	0	51192.45	n/a	QRS
205.6058	0	51402.45	n/a	QRS
205.636	0.0002	51410	SyncStatus	Sync On
206.4458	0	51612.45	n/a	QRS
207.2458	0	51812.45	n/a	QRS
207.636	0.0002	51910	SyncStatus	Sync On
208.0358	0	52009.95	n/a	QRS
208.8558	0	52214.95	n/a	QRS
209.636	0.0002	52410	SyncStatus	Sync On
209.6858	0	52422.45	n/a	QRS
210.4858	0	52622.45	n/a	QRS
211.3158	0	52829.95	n/a	QRS
211.636	0.0002	52910	SyncStatus	Sync On
212.1358	0	53034.95	n/a	QRS
212.9658	0	53242.45	n/a	QRS
213.636	0.0002	53410	SyncStatus	Sync On
213.8158	0	53454.95	n/a	QRS
214.6558	0	53664.95	n/a	QRS
215.226	3.304	53807.5	n/a	boundary
215.3118	0	53828.95	n/a	QRS
215.478	0.852	53870.5	n/a	boundary
215.48	0.0002	53871	SyncStatus	Sync On
215.482	0.852	53871.5	n/a	boundary
215.486	3.304	53872.5	n/a	boundary
216.2838	0	54071.95	n/a	QRS
217.1138	0	54279.45	n/a	QRS
217.324	0.0002	54332	SyncStatus	Sync On
217.9738	0	54494.45	n/a	QRS
218.19	0.852	54548.5	n/a	boundary
218.472	0.0002	54619	SyncStatus	Sync On
218.8718	0	54718.95	n/a	QRS
219.7118	0	54928.95	n/a	QRS
220.472	0.0002	55119	SyncStatus	Sync On
220.5118	0	55128.95	n/a	QRS
220.894	0.604	55224.5	n/a	boundary
221.5178	0	55380.45	n/a	QRS
221.868	0.0002	55468	SyncStatus	Sync On
222.3278	0	55582.95	n/a	QRS
223.1478	0	55787.95	n/a	QRS
223.868	0.0002	55968	SyncStatus	Sync On
223.9878	0	55997.95	n/a	QRS
224.8478	0	56212.95	n/a	QRS
225.7378	0	56435.45	n/a	QRS
225.868	0.0002	56468	SyncStatus	Sync On
226.6478	0	56662.95	n/a	QRS
227.5478	0	56887.95	n/a	QRS
227.868	0.0002	56968	SyncStatus	Sync On
228.4278	0	57107.95	n/a	QRS
229.3078	0	57327.95	n/a	QRS
229.868	0.0002	57468	SyncStatus	Sync On
230.1978	0	57550.45	n/a	QRS
231.0778	0	57770.45	n/a	QRS
231.868	0.0002	57968	SyncStatus	Sync On
231.9478	0	57987.95	n/a	QRS
232.534	5.152	58134.5	n/a	boundary
232.6858	0	58172.45	n/a	QRS
232.716	0.0002	58180	SyncStatus	Sync On
233.4658	0	58367.45	n/a	QRS
234.2458	0	58562.45	n/a	QRS
234.716	0.0002	58680	SyncStatus	Sync On
235.0158	0	58754.95	n/a	QRS
235.8058	0	58952.45	n/a	QRS
236.6158	0	59154.95	n/a	QRS
236.716	0.0002	59180	SyncStatus	Sync On
237.4558	0	59364.95	n/a	QRS
238.3558	0	59589.95	n/a	QRS
238.716	0.0002	59680	SyncStatus	Sync On
239.2558	0	59814.95	n/a	QRS
240.1358	0	60034.95	n/a	QRS
240.716	0.0002	60180	SyncStatus	Sync On
241.0258	0	60257.45	n/a	QRS
241.8958	0	60474.95	n/a	QRS
242.716	0.0002	60680	SyncStatus	Sync On
242.7258	0	60682.45	n/a	QRS
243.5358	0	60884.95	n/a	QRS
244.3758	0	61094.95	n/a	QRS
244.716	0.0002	61180	SyncStatus	Sync On
244.878	1.34	61220.5	n/a	boundary
245.042	0.74	61261.5	n/a	boundary
245.046	0.356	61262.5	n/a	boundary
245.2198	0	61305.95	n/a	QRS
246.0498	0	61513.45	n/a	QRS
246.28	0.0002	61571	SyncStatus	Sync On
246.8398	0	61710.95	n/a	QRS
247.6798	0	61920.95	n/a	QRS
248.28	0.0002	62071	SyncStatus	Sync On
248.5098	0	62128.45	n/a	QRS
249.3698	0	62343.45	n/a	QRS
249.958	1.704	62490.5	n/a	boundary
250.1358	0	62534.95	n/a	QRS
250.576	0.0002	62645	SyncStatus	Sync On
250.9458	0	62737.45	n/a	QRS
251.066	32.228	62767.5	n/a	boundary
251.07	0.492	62768.5	n/a	boundary
251.2658	0	62817.45	n/a	QRS
251.3212	0.0002	62831.3	Stimulus	S  5
251.434	1.596	62859.5	n/a	boundary
251.438	3.304	62860.5	n/a	boundary
251.5058	0	62877.45	n/a	QRS
251.6014	0.0002	62901.35	Response	R128
251.802	0.74	62951.5	n/a	boundary
251.806	1.096	62952.5	n/a	boundary
251.81	0.356	62953.5	n/a	boundary
251.814	2.092	62954.5	n/a	boundary
251.93	0.74	62983.5	n/a	boundary
251.932	0.0002	62984	SyncStatus	Sync On
252.4056	0.0002	63102.4	Stimulus	S  5
252.5018	0	63126.45	n/a	QRS
252.8774	0.0002	63220.35	Response	R128
253.3318	0	63333.95	n/a	QRS
253.4066	0.0002	63352.65	Stimulus	S  5
253.932	0.0002	63484	SyncStatus	Sync On
254.1918	0	63548.95	n/a	QRS
254.4096	0.0002	63603.4	Stimulus	S  5
254.498	1.348	63625.5	n/a	boundary
254.502	0.848	63626.5	n/a	boundary
254.506	0.492	63627.5	n/a	boundary
254.51	0.492	63628.5	n/a	boundary
254.514	1.708	63629.5	n/a	boundary
254.5238	0	63631.95	n/a	QRS
254.5248	0.0002	63632.2	Stimulus	S  5
255.044	0.0002	63762	SyncStatus	Sync On
255.3238	0	63831.95	n/a	QRS
255.3738	0	63844.45	n/a	QRS
255.374	0.74	63844.5	n/a	boundary
255.6494	0.0002	63913.35	Response	R128
255.734	1.1	63934.5	n/a	boundary
255.8738	0	63969.45	n/a	QRS
256.234	0.852	64059.5	n/a	boundary
256.352	0.0002	64089	SyncStatus	Sync On
256.7918	0	64198.95	n/a	QRS
256.8398	0.0002	64210.95	Stimulus	S  5
257.094	1.096	64274.5	n/a	boundary
257.256	0.0002	64315	SyncStatus	Sync On
257.5358	0	64384.95	n/a	QRS
257.7458	0.0002	64437.45	Stimulus	S  5
257.954	0.492	64489.5	n/a	boundary
257.958	0.852	64490.5	n/a	boundary
257.962	0.492	64491.5	n/a	boundary
258.214	1.1	64554.5	n/a	boundary
258.32	0.0002	64581	SyncStatus	Sync On
258.6898	0	64673.45	n/a	QRS
258.8166	0.0002	64705.15	Stimulus	S  5
258.822	0.492	64706.5	n/a	boundary
258.9778	0	64745.45	n/a	QRS
259.186	0.74	64797.5	n/a	boundary
259.19	0.356	64798.5	n/a	boundary
259.2286	0.0002	64808.15	Stimulus	S  5
259.5118	0	64878.95	n/a	QRS
260.2284	0.0002	65058.1	Stimulus	S  5
260.3318	0	65083.95	n/a	QRS
260.6774	0.0002	65170.35	Response	R128
260.732	0.0002	65184	SyncStatus	Sync On
260.794	0.6	65199.5	n/a	boundary
261.3818	0	65346.45	n/a	QRS
261.6284	0.0002	65408.1	Stimulus	S  5
262.132	0.0002	65534	SyncStatus	Sync On
262.1774	0.0002	65545.35	Response	R128
262.2418	0	65561.45	n/a	QRS
262.6318	0.0002	65658.95	Stimulus	S  5
263.0818	0	65771.45	n/a	QRS
263.633	0.0002	65909.25	Stimulus	S  5
263.9018	0	65976.45	n/a	QRS
264.132	0.0002	66034	SyncStatus	Sync On
264.2774	0.0002	66070.35	Response	R128
264.602	0.356	66151.5	n/a	boundary
265.1758	0	66294.95	n/a	QRS
265.2768	0.0002	66320.2	Stimulus	S  5
265.35	1.348	66338.5	n/a	boundary
265.4178	0	66355.45	n/a	QRS
265.714	0.74	66429.5	n/a	boundary
266.0334	0.0002	66509.35	Response	R128
266.194	0.0002	66549.5	Stimulus	S  5
266.3078	0	66577.95	n/a	QRS
266.57	0.356	66643.5	n/a	boundary
266.7818	0	66696.45	n/a	QRS
266.822	0.492	66706.5	n/a	boundary
266.84	0.0002	66711	SyncStatus	Sync On
267.1098	0	66778.45	n/a	QRS
267.2854	0.0002	66822.35	Response	R128
267.348	0.0002	66838	Stimulus	S  5
267.434	0.492	66859.5	n/a	boundary
267.4478	0	66862.95	n/a	QRS
267.686	0.356	66922.5	n/a	boundary
267.69	1.344	66923.5	n/a	boundary
267.694	0.604	66924.5	n/a	boundary
268.044	0.0002	67012	SyncStatus	Sync On
268.442	0.356	67111.5	n/a	boundary
268.446	0.74	67112.5	n/a	boundary
268.4602	0.0002	67116.05	Stimulus	S  5
268.948	0.0002	67238	SyncStatus	Sync On
269.0778	0	67270.45	n/a	QRS
269.462	0.0002	67366.5	Stimulus	S  5
269.6934	0.0002	67424.35	Response	R128
269.8978	0	67475.45	n/a	QRS
270.462	0.0002	67616.5	Stimulus	S  5
270.7178	0	67680.45	n/a	QRS
270.948	0.0002	67738	SyncStatus	Sync On
271.262	0.74	67816.5	n/a	boundary
271.6778	0	67920.45	n/a	QRS
271.723	0.0002	67931.75	Stimulus	S  5
272.208	0.0002	68053	SyncStatus	Sync On
272.5278	0	68132.95	n/a	QRS
272.726	0.0002	68182.5	Stimulus	S  5
273.1534	0.0002	68289.35	Response	R128
273.3778	0	68345.45	n/a	QRS
273.7204	0.0002	68431.1	Stimulus	S  5
274.078	0.852	68520.5	n/a	boundary
274.2558	0	68564.95	n/a	QRS
274.4014	0.0002	68601.35	Response	R128
274.8772	0.0002	68720.3	Stimulus	S  5
275.1058	0	68777.45	n/a	QRS
275.356	0.0002	68840	SyncStatus	Sync On
275.8772	0.0002	68970.3	Stimulus	S  5
275.9758	0	68994.95	n/a	QRS
276.5014	0.0002	69126.35	Response	R128
276.8458	0	69212.45	n/a	QRS
276.8772	0.0002	69220.3	Stimulus	S  5
277.356	0.0002	69340	SyncStatus	Sync On
277.6958	0	69424.95	n/a	QRS
277.8802	0.0002	69471.05	Stimulus	S  5
278.5258	0	69632.45	n/a	QRS
278.6014	0.0002	69651.35	Response	R128
278.8842	0.0002	69722.05	Stimulus	S  5
279.3458	0	69837.45	n/a	QRS
279.356	0.0002	69840	SyncStatus	Sync On
279.884	0.0002	69972	Stimulus	S  5
280.1558	0	70039.95	n/a	QRS
280.7014	0.0002	70176.35	Response	R128
280.884	0.0002	70222	Stimulus	S  5
281.0058	0	70252.45	n/a	QRS
281.356	0.0002	70340	SyncStatus	Sync On
281.8658	0	70467.45	n/a	QRS
281.8842	0.0002	70472.05	Stimulus	S  5
282.7358	0	70684.95	n/a	QRS
282.8014	0.0002	70701.35	Response	R128
282.884	0.0002	70722	Stimulus	S  5
283.356	0.0002	70840	SyncStatus	Sync On
283.5758	0	70894.95	n/a	QRS
283.8868	0.0002	70972.7	Stimulus	S  5
284.4558	0	71114.95	n/a	QRS
284.8872	0.0002	71222.8	Stimulus	S  5
284.9014	0.0002	71226.35	Response	R128
285.3358	0	71334.95	n/a	QRS
285.356	0.0002	71340	SyncStatus	Sync On
285.8872	0.0002	71472.8	Stimulus	S  5
286.2058	0	71552.45	n/a	QRS
286.8872	0.0002	71722.8	Stimulus	S  5
287.0014	0.0002	71751.35	Response	R128
287.0458	0	71762.45	n/a	QRS
287.356	0.0002	71840	SyncStatus	Sync On
287.8758	0	71969.95	n/a	QRS
287.8902	0.0002	71973.55	Stimulus	S  5
288.7258	0	72182.45	n/a	QRS
288.8902	0.0002	72223.55	Stimulus	S  5
289.1014	0.0002	72276.35	Response	R128
289.356	0.0002	72340	SyncStatus	Sync On
289.5458	0	72387.45	n/a	QRS
289.8902	0.0002	72473.55	Stimulus	S  5
290.3458	0	72587.45	n/a	QRS
290.8914	0.0002	72723.85	Stimulus	S  5
291.1558	0	72789.95	n/a	QRS
291.2014	0.0002	72801.35	Response	R128
291.356	0.0002	72840	SyncStatus	Sync On
291.8944	0.0002	72974.6	Stimulus	S  5
292.0258	0	73007.45	n/a	QRS
292.8874	0.0002	73222.85	Stimulus	S  5
292.9058	0	73227.45	n/a	QRS
293.3014	0.0002	73326.35	Response	R128
293.356	0.0002	73340	SyncStatus	Sync On
293.7458	0	73437.45	n/a	QRS
293.9	0.0002	73476	Stimulus	S  5
294.5958	0	73649.95	n/a	QRS
294.8998	0.0002	73725.95	Stimulus	S  5
295.356	0.0002	73840	SyncStatus	Sync On
295.4014	0.0002	73851.35	Response	R128
295.4358	0	73859.95	n/a	QRS
295.8998	0.0002	73975.95	Stimulus	S  5
296.2858	0	74072.45	n/a	QRS
296.8998	0.0002	74225.95	Stimulus	S  5
297.1258	0	74282.45	n/a	QRS
297.356	0.0002	74340	SyncStatus	Sync On
297.5014	0.0002	74376.35	Response	R128
297.9002	0.0002	74476.05	Stimulus	S  5
