onset	duration	sample	type	value
297.9358	0	74484.95	n/a	QRS
298.7458	0	74687.45	n/a	QRS
298.9004	0.0002	74726.1	Stimulus	S  5
299.356	0.0002	74840	SyncStatus	Sync On
299.5758	0	74894.95	n/a	QRS
299.6014	0.0002	74901.35	Response	R128
299.9002	0.0002	74976.05	Stimulus	S  5
300.4158	0	75104.95	n/a	QRS
300.9012	0.0002	75226.3	Stimulus	S  5
301.2558	0	75314.95	n/a	QRS
301.356	0.0002	75340	SyncStatus	Sync On
301.7014	0.0002	75426.35	Response	R128
301.9044	0.0002	75477.1	Stimulus	S  5
302.0958	0	75524.95	n/a	QRS
302.51	0.492	75628.5	n/a	boundary
302.864	0.0002	75717	SyncStatus	Sync On
303.3094	0.0002	75828.35	Response	R128
303.3338	0	75834.45	n/a	QRS
303.4148	0.0002	75854.7	Stimulus	S  5
304.2038	0	76051.95	n/a	QRS
304.4154	0.0002	76104.85	Stimulus	S  5
304.864	0.0002	76217	SyncStatus	Sync On
305.0538	0	76264.45	n/a	QRS
305.4094	0.0002	76353.35	Response	R128
305.4154	0.0002	76354.85	Stimulus	S  5
305.8738	0	76469.45	n/a	QRS
306.07	0.356	76518.5	n/a	boundary
306.3578	0	76590.45	n/a	QRS
306.508	0.0002	76628	SyncStatus	Sync On
306.57	0.604	76643.5	n/a	boundary
306.5838	0	76646.95	n/a	QRS
307.3938	0	76849.45	n/a	QRS
307.4566	0.0002	76865.15	Stimulus	S  5
307.904	0.0002	76977	SyncStatus	Sync On
308.2238	0	77056.95	n/a	QRS
308.422	0.6	77106.5	n/a	boundary
308.4338	0	77109.45	n/a	QRS
308.8636	0.0002	77216.9	Stimulus	S  5
309.2538	0	77314.45	n/a	QRS
309.304	0.0002	77327	SyncStatus	Sync On
309.8636	0.0002	77466.9	Stimulus	S  5
310.0938	0	77524.45	n/a	QRS
310.1494	0.0002	77538.35	Response	R128
310.8634	0.0002	77716.85	Stimulus	S  5
310.9238	0	77731.95	n/a	QRS
311.304	0.0002	77827	SyncStatus	Sync On
311.378	0.356	77845.5	n/a	boundary
311.4378	0	77860.45	n/a	QRS
311.5088	0.0002	77878.2	Stimulus	S  5
311.8934	0.0002	77974.35	Response	R128
312.3278	0	78082.95	n/a	QRS
312.5094	0.0002	78128.35	Stimulus	S  5
312.948	0.0002	78238	SyncStatus	Sync On
313.1878	0	78297.95	n/a	QRS
313.5096	0.0002	78378.4	Stimulus	S  5
313.9934	0.0002	78499.35	Response	R128
314.0078	0	78502.95	n/a	QRS
314.5096	0.0002	78628.4	Stimulus	S  5
314.8278	0	78707.95	n/a	QRS
314.948	0.0002	78738	SyncStatus	Sync On
315.5126	0.0002	78879.15	Stimulus	S  5
315.6478	0	78912.95	n/a	QRS
316.0934	0.0002	79024.35	Response	R128
316.4578	0	79115.45	n/a	QRS
316.5106	0.0002	79128.65	Stimulus	S  5
316.948	0.0002	79238	SyncStatus	Sync On
317.2778	0	79320.45	n/a	QRS
317.5136	0.0002	79379.4	Stimulus	S  5
318.0878	0	79522.95	n/a	QRS
318.1934	0.0002	79549.35	Response	R128
318.246	0.852	79562.5	n/a	boundary
318.498	0.492	79625.5	n/a	boundary
318.9494	0.0002	79738.35	Response	R128
319.1656	0.0002	79792.4	Stimulus	S  5
319.2038	0	79801.95	n/a	QRS
319.604	0.0002	79902	SyncStatus	Sync On
319.606	0.6	79902.5	n/a	boundary
319.61	0.852	79903.5	n/a	boundary
319.614	1.596	79904.5	n/a	boundary
320.1014	0.0002	80026.35	Response	R128
320.1312	0.0002	80033.8	Stimulus	S  5
320.2058	0	80052.45	n/a	QRS
320.556	0.0002	80140	SyncStatus	Sync On
320.722	0.6	80181.5	n/a	boundary
321.1858	0	80297.45	n/a	QRS
321.5318	0.0002	80383.95	Stimulus	S  5
321.6014	0.0002	80401.35	Response	R128
321.956	0.0002	80490	SyncStatus	Sync On
321.9858	0	80497.45	n/a	QRS
322.532	0.0002	80634	Stimulus	S  5
322.7958	0	80699.95	n/a	QRS
323.5318	0.0002	80883.95	Stimulus	S  5
323.5858	0	80897.45	n/a	QRS
323.7014	0.0002	80926.35	Response	R128
323.956	0.0002	80990	SyncStatus	Sync On
324.4058	0	81102.45	n/a	QRS
324.5346	0.0002	81134.65	Stimulus	S  5
325.3058	0	81327.45	n/a	QRS
325.386	0.492	81347.5	n/a	boundary
325.464	0.0002	81367	SyncStatus	Sync On
325.6938	0	81424.45	n/a	QRS
326.0452	0.0002	81512.3	Stimulus	S  5
326.5338	0	81634.45	n/a	QRS
327.0456	0.0002	81762.4	Stimulus	S  5
327.3738	0	81844.45	n/a	QRS
327.4094	0.0002	81853.35	Response	R128
327.464	0.0002	81867	SyncStatus	Sync On
328.0458	0.0002	82012.45	Stimulus	S  5
328.1938	0	82049.45	n/a	QRS
329.0038	0	82251.95	n/a	QRS
329.0458	0.0002	82262.45	Stimulus	S  5
329.464	0.0002	82367	SyncStatus	Sync On
329.5094	0.0002	82378.35	Response	R128
329.8238	0	82456.95	n/a	QRS
330.0488	0.0002	82513.2	Stimulus	S  5
330.6138	0	82654.45	n/a	QRS
330.906	0.604	82727.5	n/a	boundary
331.0054	0.0002	82752.35	Response	R128
331.4448	0.0002	82862.2	Stimulus	S  5
331.6598	0	82915.95	n/a	QRS
332.4458	0.0002	83112.45	Stimulus	S  5
332.5198	0	83130.95	n/a	QRS
332.86	0.0002	83216	SyncStatus	Sync On
333.1054	0.0002	83277.35	Response	R128
333.3698	0	83343.45	n/a	QRS
333.451	0.0002	83363.75	Stimulus	S  5
334.1898	0	83548.45	n/a	QRS
334.451	0.0002	83613.75	Stimulus	S  5
334.86	0.0002	83716	SyncStatus	Sync On
335.0298	0	83758.45	n/a	QRS
335.2054	0.0002	83802.35	Response	R128
335.452	0.0002	83864	Stimulus	S  5
335.8598	0	83965.95	n/a	QRS
336.4518	0.0002	84113.95	Stimulus	S  5
336.6898	0	84173.45	n/a	QRS
336.86	0.0002	84216	SyncStatus	Sync On
337.3054	0.0002	84327.35	Response	R128
337.4518	0.0002	84363.95	Stimulus	S  5
337.4898	0	84373.45	n/a	QRS
338.3198	0	84580.95	n/a	QRS
338.4518	0.0002	84613.95	Stimulus	S  5
338.86	0.0002	84716	SyncStatus	Sync On
339.1498	0	84788.45	n/a	QRS
339.4054	0.0002	84852.35	Response	R128
339.4548	0.0002	84864.7	Stimulus	S  5
339.9798	0	84995.95	n/a	QRS
340.4548	0.0002	85114.7	Stimulus	S  5
340.7998	0	85200.95	n/a	QRS
340.86	0.0002	85216	SyncStatus	Sync On
341.4548	0.0002	85364.7	Stimulus	S  5
341.5054	0.0002	85377.35	Response	R128
341.6098	0	85403.45	n/a	QRS
342.4298	0	85608.45	n/a	QRS
342.456	0.0002	85615	Stimulus	S  5
342.86	0.0002	85716	SyncStatus	Sync On
343.2498	0	85813.45	n/a	QRS
343.459	0.0002	85865.75	Stimulus	S  5
343.6054	0.0002	85902.35	Response	R128
344.0798	0	86020.95	n/a	QRS
344.452	0.0002	86114	Stimulus	S  5
344.86	0.0002	86216	SyncStatus	Sync On
344.8898	0	86223.45	n/a	QRS
345.4612	0.0002	86366.3	Stimulus	S  5
345.6998	0	86425.95	n/a	QRS
345.7054	0.0002	86427.35	Response	R128
346.462	0.0002	86616.5	Stimulus	S  5
346.5098	0	86628.45	n/a	QRS
346.86	0.0002	86716	SyncStatus	Sync On
347.3298	0	86833.45	n/a	QRS
347.467	0.0002	86867.75	Stimulus	S  5
347.8054	0.0002	86952.35	Response	R128
348.1398	0	87035.95	n/a	QRS
348.4666	0.0002	87117.65	Stimulus	S  5
348.86	0.0002	87216	SyncStatus	Sync On
348.9498	0	87238.45	n/a	QRS
349.4668	0.0002	87367.7	Stimulus	S  5
349.7698	0	87443.45	n/a	QRS
349.9054	0.0002	87477.35	Response	R128
350.4666	0.0002	87617.65	Stimulus	S  5
350.5998	0	87650.95	n/a	QRS
350.86	0.0002	87716	SyncStatus	Sync On
351.4398	0	87860.95	n/a	QRS
351.4666	0.0002	87867.65	Stimulus	S  5
352.0054	0.0002	88002.35	Response	R128
352.2798	0	88070.95	n/a	QRS
352.467	0.0002	88117.75	Stimulus	S  5
352.86	0.0002	88216	SyncStatus	Sync On
353.1298	0	88283.45	n/a	QRS
353.469	0.0002	88368.25	Stimulus	S  5
353.9598	0	88490.95	n/a	QRS
354.1054	0.0002	88527.35	Response	R128
354.4664	0.0002	88617.6	Stimulus	S  5
354.7898	0	88698.45	n/a	QRS
354.86	0.0002	88716	SyncStatus	Sync On
355.4712	0.0002	88868.8	Stimulus	S  5
355.6098	0	88903.45	n/a	QRS
356.2054	0.0002	89052.35	Response	R128
356.4098	0	89103.45	n/a	QRS
356.472	0.0002	89119	Stimulus	S  5
356.526	0.6	89132.5	n/a	boundary
356.5998	0	89150.95	n/a	QRS
356.778	3.556	89195.5	n/a	boundary
356.782	0.6	89196.5	n/a	boundary
356.786	0.492	89197.5	n/a	boundary
356.79	2.812	89198.5	n/a	boundary
356.794	0.74	89199.5	n/a	boundary
357.154	1.1	89289.5	n/a	boundary
357.5832	0.0002	89396.8	Stimulus	S  5
357.654	2.808	89414.5	n/a	boundary
357.658	0.74	89415.5	n/a	boundary
357.7318	0	89433.95	n/a	QRS
357.774	0.74	89444.5	n/a	boundary
357.8118	0	89453.95	n/a	QRS
358.2982	0.0002	89575.55	Stimulus	S  5
358.634	1.704	89659.5	n/a	boundary
358.638	1.1	89660.5	n/a	boundary
359.2978	0	89825.45	n/a	QRS
359.386	0.356	89847.5	n/a	boundary
359.512	0.0002	89879	SyncStatus	Sync On
359.7918	0	89948.95	n/a	QRS
359.8574	0.0002	89965.35	Response	R128
359.886	1.344	89972.5	n/a	boundary
359.89	1.348	89973.5	n/a	boundary
360.3898	0	90098.45	n/a	QRS
360.4582	0.0002	90115.55	Stimulus	S  5
360.82	0.0002	90206	SyncStatus	Sync On
361.2398	0	90310.95	n/a	QRS
361.358	0.74	90340.5	n/a	boundary
361.47	1.596	90368.5	n/a	boundary
362.1218	0.0002	90531.45	Stimulus	S  5
362.1638	0	90541.95	n/a	QRS
362.33	0.74	90583.5	n/a	boundary
362.334	0.356	90584.5	n/a	boundary
362.7478	0	90687.95	n/a	QRS
363.0304	0.0002	90758.6	Stimulus	S  5
363.388	0.0002	90848	SyncStatus	Sync On
363.5878	0	90897.95	n/a	QRS
364.0304	0.0002	91008.6	Stimulus	S  5
364.2334	0.0002	91059.35	Response	R128
364.4678	0	91117.95	n/a	QRS
364.79	0.604	91198.5	n/a	boundary
365.4294	0.0002	91358.35	Stimulus	S  5
365.5538	0	91389.45	n/a	QRS
365.7294	0.0002	91433.35	Response	R128
366.3738	0	91594.45	n/a	QRS
366.4294	0.0002	91608.35	Stimulus	S  5
366.784	0.0002	91697	SyncStatus	Sync On
367.1638	0	91791.95	n/a	QRS
367.4294	0.0002	91858.35	Stimulus	S  5
367.8294	0.0002	91958.35	Response	R128
367.9738	0	91994.45	n/a	QRS
368.4304	0.0002	92108.6	Stimulus	S  5
368.7838	0	92196.95	n/a	QRS
368.784	0.0002	92197	SyncStatus	Sync On
368.846	0.604	92212.5	n/a	boundary
368.9998	0	92250.95	n/a	QRS
369.3254	0.0002	92332.35	Response	R128
369.7998	0	92450.95	n/a	QRS
369.834	0.0002	92459.5	Stimulus	S  5
370.18	0.0002	92546	SyncStatus	Sync On
370.6198	0	92655.95	n/a	QRS
370.8338	0.0002	92709.45	Stimulus	S  5
371.4254	0.0002	92857.35	Response	R128
371.4398	0	92860.95	n/a	QRS
371.798	0.604	92950.5	n/a	boundary
372.23	0.0002	93058.5	Stimulus	S  5
372.4558	0	93114.95	n/a	QRS
372.9214	0.0002	93231.35	Response	R128
373.2296	0.0002	93308.4	Stimulus	S  5
373.2858	0	93322.45	n/a	QRS
373.576	0.0002	93395	SyncStatus	Sync On
374.1258	0	93532.45	n/a	QRS
374.2316	0.0002	93558.9	Stimulus	S  5
374.9558	0	93739.95	n/a	QRS
375.0214	0.0002	93756.35	Response	R128
375.2314	0.0002	93808.85	Stimulus	S  5
375.576	0.0002	93895	SyncStatus	Sync On
375.7758	0	93944.95	n/a	QRS
376.2314	0.0002	94058.85	Stimulus	S  5
376.5658	0	94142.45	n/a	QRS
377.1214	0.0002	94281.35	Response	R128
377.2326	0.0002	94309.15	Stimulus	S  5
377.3558	0	94339.95	n/a	QRS
377.576	0.0002	94395	SyncStatus	Sync On
378.1758	0	94544.95	n/a	QRS
378.2356	0.0002	94559.9	Stimulus	S  5
378.9958	0	94749.95	n/a	QRS
379.026	0.492	94757.5	n/a	boundary
379.084	0.0002	94772	SyncStatus	Sync On
379.2938	0	94824.45	n/a	QRS
379.7456	0.0002	94937.4	Stimulus	S  5
380.1138	0	95029.45	n/a	QRS
380.7466	0.0002	95187.65	Stimulus	S  5
380.8294	0.0002	95208.35	Response	R128
380.9238	0	95231.95	n/a	QRS
381.084	0.0002	95272	SyncStatus	Sync On
381.7466	0.0002	95437.65	Stimulus	S  5
381.7538	0	95439.45	n/a	QRS
382.338	0.492	95585.5	n/a	boundary
382.4374	0.0002	95610.35	Response	R128
382.592	0.0002	95649	SyncStatus	Sync On
382.8918	0	95723.95	n/a	QRS
383.2576	0.0002	95815.4	Stimulus	S  5
383.7018	0	95926.45	n/a	QRS
384.2618	0.0002	96066.45	Stimulus	S  5
384.5018	0	96126.45	n/a	QRS
384.5374	0.0002	96135.35	Response	R128
384.592	0.0002	96149	SyncStatus	Sync On
385.2616	0.0002	96316.4	Stimulus	S  5
385.3118	0	96328.95	n/a	QRS
386.1218	0	96531.45	n/a	QRS
386.2616	0.0002	96566.4	Stimulus	S  5
386.592	0.0002	96649	SyncStatus	Sync On
386.6374	0.0002	96660.35	Response	R128
386.9218	0	96731.45	n/a	QRS
387.2616	0.0002	96816.4	Stimulus	S  5
387.7318	0	96933.95	n/a	QRS
388.2614	0.0002	97066.35	Stimulus	S  5
388.5818	0	97146.45	n/a	QRS
388.592	0.0002	97149	SyncStatus	Sync On
388.7374	0.0002	97185.35	Response	R128
389.2642	0.0002	97317.05	Stimulus	S  5
389.4318	0	97358.95	n/a	QRS
389.818	0.6	97455.5	n/a	boundary
389.992	0.0002	97499	SyncStatus	Sync On
390.2374	0.0002	97560.35	Response	R128
390.4718	0	97618.95	n/a	QRS
390.6648	0.0002	97667.2	Stimulus	S  5
391.2918	0	97823.95	n/a	QRS
391.6646	0.0002	97917.15	Stimulus	S  5
391.992	0.0002	97999	SyncStatus	Sync On
392.1318	0	98033.95	n/a	QRS
392.278	26.964	98070.5	n/a	boundary
392.39	2.948	98098.5	n/a	boundary
392.394	4.656	98099.5	n/a	boundary
392.5938	0	98149.45	n/a	QRS
392.758	4.048	98190.5	n/a	boundary
